State,District,Block,Village,Observation_Well,Latitude,Longitude,Date,Month,Season,Rainfall_mm,Temperature_C,Humidity_pct,Solar_Radiation,Wind_Speed,Previous_Groundwater_Level,Groundwater_Level,Rainfall_Lag1,Level_Change,Is_Monsoon
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2024-05-01,5,Summer,4.38,33.64,60.97,14.13,2.6,24.72,24.58,6.81,-0.14000000000000057,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2024-06-01,6,Monsoon,27.75,33.78,56.37,23.49,4.61,24.58,24.93,4.38,0.3500000000000014,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2024-07-01,7,Monsoon,25.0,30.67,55.97,16.24,6.15,24.93,25.0,27.75,0.07000000000000028,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2024-08-01,8,Monsoon,31.05,28.5,65.84,15.34,3.51,25.0,25.0,25.0,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2024-09-01,9,Monsoon,24.78,32.95,59.99,14.45,4.42,25.0,25.0,31.05,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2024-10-01,10,Post-Monsoon,60.0,30.26,48.95,17.98,5.19,25.0,25.0,24.78,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2024-11-01,11,Post-Monsoon,56.23,27.68,81.86,15.42,6.18,25.0,25.0,60.0,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2024-12-01,12,Winter,52.45,22.03,61.29,21.9,5.9,25.0,25.0,56.23,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-01-01,1,Winter,11.16,26.57,82.11,18.45,4.32,25.0,25.0,52.45,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-02-01,2,Winter,3.59,31.48,63.35,14.01,4.4,25.0,24.83,11.16,-0.1700000000000017,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-03-01,3,Summer,4.21,29.0,47.08,22.47,3.33,24.83,24.73,3.59,-0.09999999999999787,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-04-01,4,Summer,4.26,33.29,71.19,15.74,1.73,24.73,24.65,4.21,-0.08000000000000185,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-05-01,5,Summer,7.87,33.31,64.62,21.99,4.64,24.65,24.7,4.26,0.05000000000000071,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-06-01,6,Monsoon,38.2,39.42,54.3,17.25,4.58,24.7,25.0,7.87,0.3000000000000007,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-07-01,7,Monsoon,39.07,30.05,79.01,21.84,5.16,25.0,25.0,38.2,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-08-01,8,Monsoon,35.24,30.82,57.31,18.59,3.84,25.0,25.0,39.07,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-09-01,9,Monsoon,33.92,29.44,63.43,16.63,3.53,25.0,25.0,35.24,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-10-01,10,Post-Monsoon,43.93,31.8,53.66,21.59,2.02,25.0,25.0,33.92,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-11-01,11,Post-Monsoon,58.28,31.28,44.06,20.64,3.36,25.0,25.0,43.93,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-1,OW-1063,11.5671,79.75393,2025-12-01,12,Winter,52.26,25.82,62.67,18.76,3.0,25.0,25.0,58.28,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-01-01,1,Winter,5.75,25.06,66.84,21.82,3.49,10.16,10.16,27.32455439814815,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-02-01,2,Winter,2.29,30.82,60.74,16.69,3.82,10.16,10.07,5.75,-0.08999999999999986,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-03-01,3,Summer,3.75,30.05,91.45,16.52,2.57,10.07,9.91,2.29,-0.16000000000000014,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-04-01,4,Summer,9.02,38.41,56.39,15.23,2.62,9.91,9.88,3.75,-0.02999999999999936,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-05-01,5,Summer,10.57,39.24,63.57,19.37,2.66,9.88,9.89,9.02,0.009999999999999787,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-06-01,6,Monsoon,38.18,39.07,57.43,23.4,3.92,9.89,10.33,10.57,0.4399999999999995,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-07-01,7,Monsoon,34.65,29.5,60.93,23.51,3.84,10.33,10.78,38.18,0.4499999999999993,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-08-01,8,Monsoon,32.83,27.53,45.63,14.95,5.76,10.78,11.17,34.65,0.39000000000000057,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-09-01,9,Monsoon,34.86,30.05,66.18,14.69,3.24,11.17,11.54,32.83,0.3699999999999992,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-10-01,10,Post-Monsoon,46.85,30.96,46.66,14.52,3.92,11.54,12.05,34.86,0.5100000000000016,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-11-01,11,Post-Monsoon,52.9,32.25,69.99,16.84,6.19,12.05,12.67,46.85,0.6199999999999992,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2018-12-01,12,Winter,62.36,26.51,66.44,19.51,5.81,12.67,13.45,52.9,0.7799999999999994,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-01-01,1,Winter,7.99,24.23,67.07,23.77,5.44,13.45,13.37,62.36,-0.08000000000000007,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-02-01,2,Winter,8.43,29.09,51.31,15.7,2.62,13.37,13.44,7.99,0.07000000000000028,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-03-01,3,Summer,8.73,31.87,59.72,17.36,2.96,13.44,13.43,8.43,-0.009999999999999787,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-04-01,4,Summer,4.64,35.38,62.01,23.08,3.17,13.43,13.29,8.73,-0.14000000000000057,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-05-01,5,Summer,8.26,35.36,69.41,14.09,1.84,13.29,13.22,4.64,-0.06999999999999851,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-06-01,6,Monsoon,31.14,35.84,79.73,15.46,2.29,13.22,13.48,8.26,0.2599999999999998,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-07-01,7,Monsoon,37.26,30.36,69.52,20.24,5.48,13.48,13.98,31.14,0.5,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-08-01,8,Monsoon,31.21,32.23,62.86,17.38,5.13,13.98,14.27,37.26,0.28999999999999915,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-09-01,9,Monsoon,26.44,31.65,68.97,23.91,6.29,14.27,14.46,31.21,0.19000000000000128,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-10-01,10,Post-Monsoon,56.04,31.05,58.25,21.28,1.54,14.46,15.23,26.44,0.7699999999999996,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-11-01,11,Post-Monsoon,57.91,27.04,64.73,16.58,3.47,15.23,15.88,56.04,0.6500000000000004,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2019-12-01,12,Winter,67.82,22.58,75.75,21.78,4.39,15.88,16.73,57.91,0.8499999999999996,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-01-01,1,Winter,9.79,23.11,41.31,14.95,2.03,16.73,16.8,67.82,0.07000000000000028,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-02-01,2,Winter,8.15,27.63,69.07,19.7,4.44,16.8,16.69,9.79,-0.10999999999999943,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-03-01,3,Summer,8.26,32.91,82.91,17.1,2.3,16.69,16.62,8.15,-0.07000000000000028,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-04-01,4,Summer,11.05,34.29,46.63,23.21,2.2,16.62,16.58,8.26,-0.0400000000000027,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-05-01,5,Summer,11.59,34.03,42.16,17.88,5.27,16.58,16.58,11.05,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-06-01,6,Monsoon,39.5,34.3,55.88,19.43,3.75,16.58,16.93,11.59,0.3500000000000014,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-07-01,7,Monsoon,24.17,32.94,92.72,17.6,5.76,16.93,17.13,39.5,0.1999999999999993,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-08-01,8,Monsoon,34.6,30.89,60.52,17.64,1.88,17.13,17.44,24.17,0.3100000000000023,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-09-01,9,Monsoon,28.64,32.09,45.64,19.94,4.73,17.44,17.68,34.6,0.23999999999999844,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-10-01,10,Post-Monsoon,64.67,27.96,79.38,23.44,3.55,17.68,18.43,28.64,0.75,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-11-01,11,Post-Monsoon,46.61,27.17,43.22,23.84,2.02,18.43,19.07,64.67,0.6400000000000006,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2020-12-01,12,Winter,41.35,23.08,74.11,19.79,4.03,19.07,19.57,46.61,0.5,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-01-01,1,Winter,2.89,23.17,71.95,21.8,5.39,19.57,19.37,41.35,-0.1999999999999993,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-02-01,2,Winter,10.84,29.99,56.06,18.15,6.08,19.37,19.36,2.89,-0.010000000000001563,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-03-01,3,Summer,4.94,30.39,66.15,17.05,4.87,19.36,19.2,10.84,-0.16000000000000014,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-04-01,4,Summer,6.99,35.9,61.89,23.22,6.37,19.2,19.24,4.94,0.03999999999999915,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-05-01,5,Summer,11.23,33.58,79.16,21.77,5.13,19.24,19.35,6.99,0.11000000000000298,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-06-01,6,Monsoon,26.13,39.55,56.23,14.81,1.89,19.35,19.53,11.23,0.17999999999999972,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-07-01,7,Monsoon,34.26,29.11,45.22,22.32,3.23,19.53,19.85,26.13,0.3200000000000003,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-08-01,8,Monsoon,32.63,30.25,69.48,22.58,3.85,19.85,20.12,34.26,0.2699999999999996,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-09-01,9,Monsoon,29.81,28.05,63.62,18.78,5.54,20.12,20.4,32.63,0.2799999999999976,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-10-01,10,Post-Monsoon,66.65,30.09,30.0,16.25,2.15,20.4,21.18,29.81,0.7800000000000011,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-11-01,11,Post-Monsoon,41.69,27.71,63.56,19.33,1.6,21.18,21.65,66.65,0.46999999999999886,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2021-12-01,12,Winter,51.81,25.87,56.77,22.3,4.92,21.65,22.28,41.69,0.6300000000000026,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-01-01,1,Winter,4.16,26.24,50.13,23.16,6.38,22.28,22.12,51.81,-0.16000000000000014,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-02-01,2,Winter,11.98,32.21,48.62,21.04,2.97,22.12,22.06,4.16,-0.060000000000002274,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-03-01,3,Summer,10.77,28.44,55.69,23.53,4.36,22.06,22.12,11.98,0.060000000000002274,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-04-01,4,Summer,4.92,39.86,64.77,20.16,3.6,22.12,22.04,10.77,-0.08000000000000185,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-05-01,5,Summer,2.99,33.53,68.99,17.59,4.33,22.04,22.02,4.92,-0.019999999999999574,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-06-01,6,Monsoon,39.1,35.06,95.0,14.72,2.35,22.02,22.54,2.99,0.5199999999999996,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-07-01,7,Monsoon,26.86,29.5,54.28,18.36,6.14,22.54,22.83,39.1,0.28999999999999915,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-08-01,8,Monsoon,36.72,27.95,76.21,15.78,3.78,22.83,23.29,26.86,0.46000000000000085,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-09-01,9,Monsoon,38.45,27.3,84.65,14.66,5.16,23.29,23.72,36.72,0.4299999999999997,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-10-01,10,Post-Monsoon,61.69,31.96,83.34,17.23,3.92,23.72,24.54,38.45,0.8200000000000003,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-11-01,11,Post-Monsoon,46.05,27.0,64.21,14.13,1.54,24.54,25.0,61.69,0.46000000000000085,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2022-12-01,12,Winter,40.42,23.87,71.18,14.63,1.7,25.0,25.0,46.05,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-01-01,1,Winter,11.07,24.05,71.97,19.61,2.82,25.0,24.99,40.42,-0.010000000000001563,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-02-01,2,Winter,6.4,27.03,71.22,18.77,4.76,24.99,25.0,11.07,0.010000000000001563,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-03-01,3,Summer,8.21,30.92,62.15,23.64,5.92,25.0,24.99,6.4,-0.010000000000001563,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-04-01,4,Summer,5.5,33.87,50.88,14.35,2.99,24.99,24.84,8.21,-0.14999999999999858,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-05-01,5,Summer,11.59,38.69,53.76,19.96,4.73,24.84,24.87,5.5,0.030000000000001137,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-06-01,6,Monsoon,35.07,38.23,60.29,21.83,4.01,24.87,25.0,11.59,0.129999999999999,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-07-01,7,Monsoon,24.41,31.08,55.61,14.91,2.46,25.0,25.0,35.07,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-08-01,8,Monsoon,30.65,32.57,54.18,15.63,2.52,25.0,25.0,24.41,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-09-01,9,Monsoon,29.59,30.86,80.49,18.32,4.36,25.0,25.0,30.65,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-10-01,10,Post-Monsoon,61.12,30.93,61.13,17.97,2.88,25.0,25.0,29.59,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-11-01,11,Post-Monsoon,68.29,27.8,67.42,19.26,6.31,25.0,25.0,61.12,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2023-12-01,12,Winter,64.92,24.57,81.86,16.5,4.97,25.0,25.0,68.29,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-01-01,1,Winter,10.41,22.99,67.2,19.72,2.47,25.0,25.0,64.92,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-02-01,2,Winter,9.59,31.38,41.1,22.39,6.16,25.0,25.0,10.41,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-03-01,3,Summer,10.6,31.0,76.09,23.28,5.62,25.0,24.96,9.59,-0.03999999999999915,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-04-01,4,Summer,5.87,38.02,52.5,22.01,5.27,24.96,24.87,10.6,-0.08999999999999986,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-05-01,5,Summer,2.47,37.62,71.73,20.07,4.54,24.87,24.65,5.87,-0.22000000000000242,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-06-01,6,Monsoon,25.5,34.93,64.68,20.56,3.08,24.65,24.92,2.47,0.2700000000000031,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-07-01,7,Monsoon,38.28,30.48,61.31,14.76,4.28,24.92,25.0,25.5,0.0799999999999983,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-08-01,8,Monsoon,37.71,30.46,57.24,14.59,3.0,25.0,25.0,38.28,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-09-01,9,Monsoon,29.37,30.08,61.94,17.36,5.6,25.0,25.0,37.71,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-10-01,10,Post-Monsoon,42.34,28.09,73.34,23.49,6.17,25.0,25.0,29.37,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-11-01,11,Post-Monsoon,56.61,27.82,52.97,14.5,5.62,25.0,25.0,42.34,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2024-12-01,12,Winter,43.26,26.17,71.68,21.62,4.92,25.0,25.0,56.61,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-01-01,1,Winter,6.89,22.64,62.91,14.87,4.18,25.0,25.0,43.26,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-02-01,2,Winter,6.44,28.07,59.95,17.68,4.88,25.0,24.98,6.89,-0.019999999999999574,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-03-01,3,Summer,5.41,32.94,66.38,19.79,4.6,24.98,25.0,6.44,0.019999999999999574,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-04-01,4,Summer,2.8,37.54,86.75,17.64,1.78,25.0,24.93,5.41,-0.07000000000000028,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-05-01,5,Summer,3.3,39.41,59.95,20.26,4.11,24.93,24.82,2.8,-0.10999999999999943,0
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-06-01,6,Monsoon,30.98,36.27,60.79,21.79,2.6,24.82,25.0,3.3,0.17999999999999972,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-07-01,7,Monsoon,39.33,28.14,54.1,14.2,2.85,25.0,25.0,30.98,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-08-01,8,Monsoon,26.47,29.18,57.71,14.21,5.26,25.0,25.0,39.33,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-09-01,9,Monsoon,30.58,32.91,78.72,15.92,5.69,25.0,25.0,26.47,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-10-01,10,Post-Monsoon,47.09,31.12,75.07,21.47,3.03,25.0,25.0,30.58,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-11-01,11,Post-Monsoon,42.93,28.04,66.14,20.25,6.08,25.0,25.0,47.09,0.0,1
Tamil Nadu,Cuddalore,Cuddalore Block 2,Cuddalore Village 2-2,OW-1064,11.93882,79.73803,2025-12-01,12,Winter,47.82,22.3,56.69,22.85,3.89,25.0,25.0,42.93,0.0,0
Tamil Nadu,Cuddalore,Cuddalore Block 3,Cuddalore Village 3-1,OW-1065,11.50532,79.76547,2018-01-01,1,Winter,5.26,22.15,65.86,17.33,5.53,10.16,10.1,27.32455439814815,-0.0600000000000005,0
Tamil Nadu,Cuddalore,Cuddalore Block 3,Cuddalore Village 3-1,OW-1065,11.50532,79.76547,2018-02-01,2,Winter,2.03,32.67,83.48,16.56,5.65,10.1,9.92,5.26,-0.17999999999999972,0
Tamil Nadu,Cuddalore,Cuddalore Block 3,Cuddalore Village 3-1,OW-1065,11.50532,79.76547,2018-03-01,3,Summer,3.62,29.84,63.62,21.31,2.69,9.92,9.9,2.03,-0.019999999999999574,0
Tamil Nadu,Cuddalore,Cuddalore Block 3,Cuddalore Village 3-1,OW-1065,11.50532,79.76547,2018-04-01,4,Summer,7.07,36.76,60.65,20.76,5.3,9.9,9.82,3.62,-0.08000000000000007,0
Tamil Nadu,Cuddalore,Cuddalore Block 3,Cuddalore Village 3-1,OW-1065,11.50532,79.76547,2018-05-01,5,Summer,10.45,34.56,41.84,23.62,3.7,9.82,9.73,7.07,-0.08999999999999986,0
Tamil Nadu,Cuddalore,Cuddalore Block 3,Cuddalore Village 3-1,OW-1065,11.50532,79.76547,2018-06-01,6,Monsoon,36.31,38.03,76.55,18.92,3.72,9.73,10.12,10.45,0.3899999999999988,1
Tamil Nadu,Cuddalore,Cuddalore Block 3,Cuddalore Village 3-1,OW-1065,11.50532,79.76547,2018-07-01,7,Monsoon,28.7,32.43,72.11,18.33,1.86,10.12,10.36,36.31,0.2400000000000002,1
